web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,linkstext
"1586526142-825","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=5","اخر الاخبار 
                                        
                                        الصحة العالمية تشيد بإجراءات مكافحة (كورونا) في العراق
                                        بغداد / المحافظات / مراسلو الصباح
أكدت منظمة الصحة العالمية، أن حالات الشفاء من مرض (كورونا) ستزداد في العراق، كما اكدت ان الاجراءات التي تتبعها الجهات المعنية في المطارات تتطابق مع المعايير الدولية.","http://alsabaah.iq/23175/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D8%AA%D8%B4%D9%8A%D8%AF-%D8%A8%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","في كركوك، أعلن المحافظ راكان سعيد، شفاء ثلاث حالات اصابة بفايروس (كورونا) بالكامل، بعد فحصهم لمرتين من اجل التأكد من سلامتهم الصحية."
"1586526184-1050","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        نواب وخبراء يقترحون {بدائل عدة} لتجاوز الأزمة الماليَّة
                                        بغداد/ شيماء رشيد
اقترح عددٌ من أعضاء مجلس النواب وخبراء الاقتصاد بدائل عدة لتجاوز الأزمة المالية، بسبب تراجع أسعار النفط كبيع السندات والأراضي والشركات المملوكة للدولة، داعين الحكومة الى ضرورة الاهتمام بالزراعة لتأمين الغذاء للبلد.","http://alsabaah.iq/23843/%D9%86%D9%88%D8%A7%D8%A8-%D9%88%D8%AE%D8%A8%D8%B1%D8%A7%D8%A1-%D9%8A%D9%82%D8%AA%D8%B1%D8%AD%D9%88%D9%86-%D8%A8%D8%AF%D8%A7%D8%A6%D9%84-%D8%B9%D8%AF%D8%A9-%D9%84%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%A7%D9%84%D8%A3%D8%B2%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A-%D8%A9","وطالب عضو مجلس النواب بإيجاد آليات سريعة وسهلة وشفافة لإيصال مواد البطاقة التموينية ورواتب رعاية الشبكة الاجتماعية خلال أسبوع وبما يكفي لتغطية الحاجة للمشمولين بها لمدة شهرين على الأقل."
"1586526167-959","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        الصناعة تزودُ المؤسسات الصحيَّة بموادّ  معقمة وثلاثة ملايين كمامة
                                        بغداد/ شيماء رشيد
ضمن الجهود الحكوميَّة لاحتواء فيروس ""كورونا""، تستمر وزارة الصناعة والمعادن بتجهيز المؤسسات الصحيَّة بالكمامات والمواد المعقمة، إذ كشفت عن تزويد وزارة","http://alsabaah.iq/23757/%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D8%A9-%D8%AA%D8%B2%D9%88%D8%AF-%D8%A7%D9%84%D9%85%D8%A4%D8%B3%D8%B3%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A-%D8%A9-%D8%A8%D9%85%D9%88%D8%A7%D8%AF-%D9%85%D8%B9%D9%82%D9%85%D8%A9-%D9%88%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D9%85%D9%84%D8%A7%D9%8A%D9%8A%D9%86-%D9%83%D9%85%D8%A7%D9%85%D8%A9","وبين الصافي أنَّ ""الشح الموجود في الأسواق من الكمامات يأتي بسبب حذر المواطنين من الفيروس، فضلاً عن عمليات الاستغلال من قبل المذاخر وأصحاب الصيدلايات""."
"1586526024-76","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        رئاسة البرلمان: إعادة أبنائنا من الصين أولوية قصوى
                                        بغداد / عواصم / الصباح والوكالات 
شددَ النائب الأول لرئيس مجلس النواب حسن كريم الكعبي على السلطة التنفيذية بأن يكون للطلبة العراقيين وذويهم في الصين أولوية قصوى، والعمل على إعادتهم بشكل مستعجل مع الأخذ بعين الاعتبار جميع","http://alsabaah.iq/21112/%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A3%D8%A8%D9%86%D8%A7%D8%A6%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%A3%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%82%D8%B5%D9%88%D9%89","بدورها، أكدت منظمة الصحة العالمية أنها تتابع بشكل يومي تطورات الإصابة بالفيروس، مشيرة الى أن مختبرات متخصصة لتحديد الفيروس والحالات المصابة."
"1586526173-994","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        المنافذ: استمرار عمل {طريبيل} و{القائم} لديمومة الحركة التجارية
                                        بغداد / طه حسين
اكدت هيئة المنافذ الحدودية، اغلاق جميع  المنافذ  البرية والجوية بين العراق وباقي دول الجوار والعالم باستثناء منفذي طريبيل والقائم اللذين خصصالاغراض ديمومة  الحركة التجارية.","http://alsabaah.iq/23801/%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D8%B0-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%B9%D9%85%D9%84-%D8%B7%D8%B1%D9%8A%D8%A8%D9%8A%D9%84-%D9%88-%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85-%D9%84%D8%AF%D9%8A%D9%85%D9%88%D9%85%D8%A9-%D8%A7%D9%84%D8%AD%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9",""
"1586526171-978","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        استنفار حكومي لاجلاء الاسر والنازحين في الموصل
                                        الموصل / شروق ماهر
اعلن محافظ نينوى نجم الجبوري، ان الدفاع المدني أجلى العديد من الاسر في المخيمات والمناطق التي تعرضت للفيضانات بسبب غزارة الامطار في المحافظة، مبيناً ان الملاكات الخدمية مستمرة بعملها.","http://alsabaah.iq/23799/%D8%A7%D8%B3%D8%AA%D9%86%D9%81%D8%A7%D8%B1-%D8%AD%D9%83%D9%88%D9%85%D9%8A-%D9%84%D8%A7%D8%AC%D9%84%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B3%D8%B1-%D9%88%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%84",""
"1586526077-406","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        الشرطة تتسلم الملف الأمني في واسط 
                                        الكوت / حسن شهيد العزاوي
اعلنَ محافظ واسط عادل الزركاني، تسلمَ قيادة شرطة المحافظة الملف الامني من قبل قيادة عمليات الرافدين وانسحاب القوات العسكرية الى ثكنات خارج المحافظة، مؤكدا ان الشرطة قادرة على ادارة الملف الامني بالكامل.","http://alsabaah.iq/21906/%D8%A7%D9%84%D8%B4%D8%B1%D8%B7%D8%A9-%D8%AA%D8%AA%D8%B3%D9%84%D9%85-%D8%A7%D9%84%D9%85%D9%84%D9%81-%D8%A7%D9%84%D8%A3%D9%85%D9%86%D9%8A-%D9%81%D9%8A-%D9%88%D8%A7%D8%B3%D8%B7",""
"1586526105-552","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        لجنة الأمر الديواني تمدّد إيقاف دخول الوافدين من 7 دول
                                        بغداد / المحافظات / مراسلو الصباح      
قرّرت لجنة الامر الديواني المكلفة بمتابعة فيروس كورونا تمديد ايقاف دخول الوافدين من سبع دول موبوءة، واهابت بالمواطنين عدم السفر الى هذه الدول، كما اوصت بعدم السفر الى النجف الاشرف","http://alsabaah.iq/22522/%D9%84%D8%AC%D9%86%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%B1-%D8%A7%D9%84%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A-%D8%AA%D9%85%D8%AF-%D8%AF-%D8%A5%D9%8A%D9%82%D8%A7%D9%81-%D8%AF%D8%AE%D9%88%D9%84-%D8%A7%D9%84%D9%88%D8%A7%D9%81%D8%AF%D9%8A%D9%86-%D9%85%D9%86-7-%D8%AF%D9%88%D9%84","كما قررت اللجنة التي يرأسها وزير الصحة الدكتور جعفر صادق علاوي تمديد ايقاف دخول الوافدين الاجانب بصورة مباشرة او غير مباشرة الى العراق، وحتى اشعار اخر، من سبع دول هي الصين وايران وتايلند وكوريا الجنوبية، اضافة الى اليابان وايطاليا وسنغافورة."
"1586526121-689","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        التربية والكهرباء تقلصان دوام العاملين وبابل تعتمد  التعليم الالكتروني في الجامعة
                                        بغداد / المحافظات / مراسلو الصباح
الإصابات الجديدة بفايروس (كورونا) التي أعلنتها وزارة الصحة، أمس الاول، دفعت خلية الازمة الى اتخاذ المزيد من الاجراءات للحد من انتشاره. من جانبها، قررت وزارة التربية","http://alsabaah.iq/22805/%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%AA%D9%82%D9%84%D8%B5%D8%A7%D9%86-%D8%AF%D9%88%D8%A7%D9%85-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D9%84%D9%8A%D9%86-%D9%88%D8%A8%D8%A7%D8%A8%D9%84-%D8%AA%D8%B9%D8%AA%D9%85%D8%AF-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9","من جانبه قال مدير اعلام صحة النجف سالم نعمة لـ""الصباح"" ان فرق دائرة الصحة بالتعاون مع فرق الدفاع المدني مستمرة بتعفير وتعقيم البنايات الحكومية والمدارس في مركز المحافظة، وفي عموم الاقضية والنواحي."
"1586526116-640","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        إعادة فتح العتبة العلوية أمام الزائرين وتعفير الأماكن المقدسة في كربلاء
                                        بغداد / المحافظات / مراسلو الصباح      
أعادت السلطات المحلية في النجف الاشرف، افتتاح العتبة العلوية المقدسة أمام الزائرين بعد غلقها اثر تسجيل حالة اصابة بفايروس كورونا في المحافظة، بينما نفذت الاجهزة المعنية في","http://alsabaah.iq/22723/%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D8%B9%D8%AA%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A%D9%86-%D9%88%D8%AA%D8%B9%D9%81%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%83%D9%86-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9-%D9%81%D9%8A-%D9%83%D8%B1%D8%A8%D9%84%D8%A7%D8%A1","أما مدير إعلام شرطة واسط الرائد حسن السراي فقد افاد لـ""الصباح"" بان مفارز الشرطة باشرت تنفيذ اوامر اغلاق جميع المقاهي والكافيهات والكازينوهات، ومنع الشباب من التجمع في مثل هذه الاماكن لمدة 10 ايام، تنفيذا لقرارات خلية الازمة، مبينا ان هذه الاجراءات تاتي ضمن الخطوات التي تتخذها المحافظة للحيلولة دون تفشي فايروس (كورونا)."
"1586526063-359","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        اتفاق الإطار المالي مع الصين وتأسيس شركة العراق القابضة
                                        عبدالحسين الهنين*
حينما يُطرح السؤآلُ التالي: ماهي القوّة التي ستعملُ على توحيد الشعب العراقي ؟.","http://alsabaah.iq/21825/%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%A7%D9%84%D8%A5%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A-%D9%85%D8%B9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D9%88%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D8%A7%D9%84%D9%82%D8%A7%D8%A8%D8%B6%D8%A9","وكذلك لأجل تصنيع دورة جديدة للرساميل الكبيرة المتراكمة لدى الناس , و لن يكون اكتشافاً لو قلنا أن العراق بحاجة الى مشاريع كبرى تقابل حجم الخراب الذي خلفته حقبة تمتد لأكثر من 40 عاما من الحروب والحصار والاقتتال الطائفي , و من أجل تحريك عملية التنمية، ومواكبة العالم المتقدم لتكون بمثابة معالجة حقيقية لتشغيل الناس، و جمع عقولهم وقلوبهم على مصالح"
"1586526112-593","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        عملية أمنية في ديالى
                                        بغداد / الصباح   
نفذت القوات الامنية في ديالى، امس الثلاثاء، عملية استباقية في حوض زراعي شمال شرق المحافظة لتعقب عصابات داعش الارهابية، في حين أعلنت خلية الإعلام الامني","http://alsabaah.iq/22525/%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%A3%D9%85%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%A7%D9%84%D9%89","بغداد / الصباح"
"1586526186-1063","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=2","اخر الاخبار 
                                        
                                        مقترحات نيابيَّة للحفاظ  على الأسعار وتوفير  مفردات التموينيَّة
                                        بغداد/ مهند عبد الوهاب 
قدمَ عددٌ من النواب مقترحات للحكومة تهدف الى بناء منظومة اقتصاديَّة جديدة تضمنُ الحفاظ على الأسعار وتوفير مفردات البطاقة التموينيَّة من المنتج","http://alsabaah.iq/23879/%D9%85%D9%82%D8%AA%D8%B1%D8%AD%D8%A7%D8%AA-%D9%86%D9%8A%D8%A7%D8%A8%D9%8A-%D8%A9-%D9%84%D9%84%D8%AD%D9%81%D8%A7%D8%B8-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D9%88%D8%AA%D9%88%D9%81%D9%8A%D8%B1-%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%86%D9%8A-%D8%A9","وقالت عضو اللجنة الاقتصاديَّة النيابيَّة ندى شاكر جودت: إنَّ ""اللجنة طرحت العديد من النقاط المهمة في إعادة هيكلة سياسات الاقتصاد العراقي وأهمها ما يضمن سلامة قوت الشعب""."
"1586526131-713","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=5","اخر الاخبار 
                                        
                                        الصحة النيابية تقترح تمديد عطلة الطلبة تفادياً لانتشار كورونا
                                        بغداد / المحافظات / مراسلو الصباح
خصصت وزارة الصحة مستشفى ثالثا في بغداد لحالات عزل المصابين بفيروس كورونا، بينما اقترحت لجنة الصحة النيابية تمديد عطلة المدارس أسبوعين اخرين، وذلك عقب الاعلان عن تسجيل خمس حالات","http://alsabaah.iq/22982/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-%D8%AA%D9%82%D8%AA%D8%B1%D8%AD-%D8%AA%D9%85%D8%AF%D9%8A%D8%AF-%D8%B9%D8%B7%D9%84%D8%A9-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A9-%D8%AA%D9%81%D8%A7%D8%AF%D9%8A%D8%A7-%D9%84%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","بغداد / المحافظات / مراسلو الصباح

	
		خصصت وزارة الصحة مستشفى ثالثا في بغداد لحالات عزل المصابين بفيروس كورونا، بينما اقترحت لجنة الصحة النيابية تمديد عطلة المدارس أسبوعين اخرين، وذلك عقب الاعلان عن تسجيل خمس حالات اصابة جديدة بفيروس كورونا المستجد. في غضون ذلك اعلنت صحة ذي قار تسجيل خمس حالات اشتباه بالفيروس، وارسلت عينات من المصابين الى المختبر المركزي في بغداد بانتظار نتائج الفحص. وذكر الاخصائي بالامراض التنفسية الدكتور عبد الله بهجت بأنّ وزارة الصحة خصصت مستشفى ابن الخطيب، جنوبي بغداد، لعزل حالات الاصابة الموجبة بفيروس كورونا.
	
		 
	واضاف بهجت، الذي يشرف على عملية فحص حالات الاشتباه ان هذا المستشفى يضاف الى مستشفيي الفرات ومركز الاورام السرطانية، اللذين تم تخصيصهما في وقت سابق لعزل حالات الاصابة، مؤكدا ان هذه المستشفيات مخصصة لحالات الاصابة المؤكدة، من اجل تقديم العلاج لها المتمثل بمنحهم مضادات حيوية لتعزيز مناعتهم ضد الفيروس."
"1586526116-643","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        إعادة فتح العتبة العلوية أمام الزائرين وتعفير الأماكن المقدسة في كربلاء
                                        بغداد / المحافظات / مراسلو الصباح      
أعادت السلطات المحلية في النجف الاشرف، افتتاح العتبة العلوية المقدسة أمام الزائرين بعد غلقها اثر تسجيل حالة اصابة بفايروس كورونا في المحافظة، بينما نفذت الاجهزة المعنية في","http://alsabaah.iq/22723/%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D8%B9%D8%AA%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A%D9%86-%D9%88%D8%AA%D8%B9%D9%81%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%83%D9%86-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9-%D9%81%D9%8A-%D9%83%D8%B1%D8%A8%D9%84%D8%A7%D8%A1","ميسان تؤكد سلامة الحالتين"
"1586526089-465","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        الصحة: إجراءات الوقاية من {كورونا} مطابقة للمعايير الدولية
                                        بغداد / هدى العزاوي المحافظات / مراسلو الصباح

ودعا الى عدم الانجرار وراء الشائعات التي تدعي وجود اصابات، وتهدف الى نشر الذعر بين المواطنين، مؤكدا وجود مراكز خاصة في جميع المنافذ الحدودية، لفحص الوافدين، ونقل اية حالة اشتباه الى مراكز","http://alsabaah.iq/22281/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%82%D8%A7%D9%8A%D8%A9-%D9%85%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%85%D8%B7%D8%A7%D8%A8%D9%82%D8%A9-%D9%84%D9%84%D9%85%D8%B9%D8%A7%D9%8A%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9","وقال العمر لمراسل “الصباح” حازم محمد حبيب: انه نظرا للظروف الحالية ومن اجل الحفاظ على سلامة المواطنين تم توجيه قيادة الشرطة والتشكيلات الامنية كافة والسيطرات والمنافذ بضرورة منع دخول الزوار عبر المحافظة، مبينا ان التوجيه استثنى الزائرين حاملي البطاقة الصحية النافذه والصادرة من الجهات الصحية والرقابية الموجودة بالمنافذ الحدودية التي تؤيد سلامتهم من الاصابة بمرض كورونا."
